Lab;Pre/In/Post;question;question name;topic;level;bkel-link;learning-outcome
1;Prelab;1.2;[Q 1.2] Đảo ngược các ký tự trong chuỗi;C-string;1-easy;https://e-learning-old.hcmut.edu.vn/mod/quiz/view.php?id=788613;L.O.2.4
